,Bill,annual_bill_number,year,url
257,"Tea (Importation and Distribution) Act, 1956",31,1955,https://www.oireachtas.ie/en/bills/bill/1955/31/
258,"Restrictive Trade Practices (Confirmation of Order)(No. 2) Act, 1956",30,1955,https://www.oireachtas.ie/en/bills/bill/1955/30/
259,"Social Welfare (Temporary Provisions) Act, 1955",29,1955,https://www.oireachtas.ie/en/bills/bill/1955/29/
260,"Agricultural Produce (Cereals)(Amendment) Act, 1956",28,1955,https://www.oireachtas.ie/en/bills/bill/1955/28/
261,"Rent Restrictions (Continuance and Amendment) Act, 1955",27,1955,https://www.oireachtas.ie/en/bills/bill/1955/27/
262,"Statutory Instruments (Amendment) Act, 1955",26,1955,https://www.oireachtas.ie/en/bills/bill/1955/26/
263,"Arterial Drainage (Amendment) Act, 1955",25,1955,https://www.oireachtas.ie/en/bills/bill/1955/25/
264,"Imposition of Duties (Confirmation of Orders)(No. 2) Act, 1955",24,1955,https://www.oireachtas.ie/en/bills/bill/1955/24/
265,"Appropriation Act, 1955",23,1955,https://www.oireachtas.ie/en/bills/bill/1955/23/
266,"Irish Nationality and Citizenship Act, 1956",22,1955,https://www.oireachtas.ie/en/bills/bill/1955/22/
267,"Opticians Act, 1956",21,1955,https://www.oireachtas.ie/en/bills/bill/1955/21/
268,"Control of Exports (Temporary Provisions) Act, 1956",20,1955,https://www.oireachtas.ie/en/bills/bill/1955/20/
269,"Transport (Miscellaneous Provisions) Act, 1955",19,1955,https://www.oireachtas.ie/en/bills/bill/1955/19/
270,"Restrictive Trade Practices (Confirmation of Order Act, 1956",18,1955,https://www.oireachtas.ie/en/bills/bill/1955/18/
271,"Merchantile Marine Act, 1955",17,1955,https://www.oireachtas.ie/en/bills/bill/1955/17/
272,"Agricultural Produce (Eggs) Act, 1955",16,1955,https://www.oireachtas.ie/en/bills/bill/1955/16/
273,"Forestry Act, 1956",15,1955,https://www.oireachtas.ie/en/bills/bill/1955/15/
274,Greyhound Industry Bill 1955,14,1955,https://www.oireachtas.ie/en/bills/bill/1955/14/
275,"Charitable Donations and Bequests (Amendment) Act, 1955",13,1955,https://www.oireachtas.ie/en/bills/bill/1955/13/
276,"Sea Fisheries (Amendment) Act, 1955",12,1955,https://www.oireachtas.ie/en/bills/bill/1955/12/
277,"Transport Act, 1955",11,1955,https://www.oireachtas.ie/en/bills/bill/1955/11/
278,"Local Government (Superannuation) Act, 1956",10,1955,https://www.oireachtas.ie/en/bills/bill/1955/10/
279,"Social Welfare Act, 1955",/9,/195,https://www.oireachtas.ie/en/bills/bill/1955/9/
280,"Electricity (Supply)(Amendment) Act, 1955",/8,/195,https://www.oireachtas.ie/en/bills/bill/1955/8/
281,"Finance Act, 1955",/7,/195,https://www.oireachtas.ie/en/bills/bill/1955/7/
282,"Gaming and Lotteries Act, 1956",/6,/195,https://www.oireachtas.ie/en/bills/bill/1955/6/
283,"Imposition of Duties (Confirmation of Orders) Act, 1955",/5,/195,https://www.oireachtas.ie/en/bills/bill/1955/5/
284,"Seed Production Act, 1955",/4,/195,https://www.oireachtas.ie/en/bills/bill/1955/4/
285,"Central Fund Act, 1955",/3,/195,https://www.oireachtas.ie/en/bills/bill/1955/3/
286,"Customs (Temporary Provisions) Act, 1945 (Continuance) Act, 1955",/2,/195,https://www.oireachtas.ie/en/bills/bill/1955/2/
287,Local Government Provisional Orders Confirmation Act  1955 [Private],P1,1955,https://www.oireachtas.ie/en/bills/bill/1955/P1/
288,"Fertilisers, Feeding Stuffs and Mineral Mixtures Act, 1955",/1,/195,https://www.oireachtas.ie/en/bills/bill/1955/1/
289,"Agriculture (Amendment) Act, 1955",41,1954,https://www.oireachtas.ie/en/bills/bill/1954/41/
290,"Workmen's Compensation (Amendment) Act, 1955",37,1954,https://www.oireachtas.ie/en/bills/bill/1954/37/
291,"Industrial Relations (Amendment) Act, 1955",36,1954,https://www.oireachtas.ie/en/bills/bill/1954/36/
292,"City and County Management (Amendment) Act, 1955",35,1954,https://www.oireachtas.ie/en/bills/bill/1954/35/
293,"Tourist Traffic Act, 1955",32,1954,https://www.oireachtas.ie/en/bills/bill/1954/32/
294,"Supplies and Services (Temporary Provisions) Act, 1946 (Continuance and Amendment) Act, 1955",28,1954,https://www.oireachtas.ie/en/bills/bill/1954/28/
295,"Medical Practitioners Act, 1955",24,1954,https://www.oireachtas.ie/en/bills/bill/1954/24/
296,"Factories Act, 1955",17,1954,https://www.oireachtas.ie/en/bills/bill/1954/17/
297,"Local Government Act, 1955",14,1954,https://www.oireachtas.ie/en/bills/bill/1954/14/
298,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1982",37,1982,https://www.oireachtas.ie/en/bills/bill/1982/37/
299,"Control of Exports (Temporary Provisions) Act, 1956, (Continuance) Act, 1977",26,1977,https://www.oireachtas.ie/en/bills/bill/1977/26/
300,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1974",/5,/197,https://www.oireachtas.ie/en/bills/bill/1974/5/
301,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1971",11,1971,https://www.oireachtas.ie/en/bills/bill/1971/11/
302,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1968",/7,/196,https://www.oireachtas.ie/en/bills/bill/1968/7/
303,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1965",/2,/196,https://www.oireachtas.ie/en/bills/bill/1965/2/
304,"Control of Exports (Temporary Provisions)Act, 1956(Continuance) Act, 1961",39,1961,https://www.oireachtas.ie/en/bills/bill/1961/39/
305,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1958",23,1958,https://www.oireachtas.ie/en/bills/bill/1958/23/
306,"Tea (Importation and Distribution) Act, 1956 (Continuance) Act, 1958",/4,/195,https://www.oireachtas.ie/en/bills/bill/1958/4/
307,Hire-Purchase (Amendment) Bill 1956,43,1956,https://www.oireachtas.ie/en/bills/bill/1956/43/
308,"Turf Development Bill, 1956",42,1956,https://www.oireachtas.ie/en/bills/bill/1956/42/
309,Road Traffic Bill 1956,41,1956,https://www.oireachtas.ie/en/bills/bill/1956/41/
310,Agricultural Institute Bill 1956,40,1956,https://www.oireachtas.ie/en/bills/bill/1956/40/
311,Industrial and Commercial Property (Protection)(Amendment) Bill 1956,39,1956,https://www.oireachtas.ie/en/bills/bill/1956/39/
312,"Industrial Grants Act, 1956",38,1956,https://www.oireachtas.ie/en/bills/bill/1956/38/
313,"Finance (Miscellaneous Provisions) Act, 1956",37,1956,https://www.oireachtas.ie/en/bills/bill/1956/37/
314,"Rent Restrictions (Continuance and Amendment) Act, 1956",36,1956,https://www.oireachtas.ie/en/bills/bill/1956/36/
315,"Married Women's Status Act, 1957",35,1956,https://www.oireachtas.ie/en/bills/bill/1956/35/
316,"Voluntary Health Insurance Act, 1957",34,1956,https://www.oireachtas.ie/en/bills/bill/1956/34/
317,"Imposition of Duties (Confirmation of Orders)(No. 3) Act, 1956",33,1956,https://www.oireachtas.ie/en/bills/bill/1956/33/
318,"Imposition of Duties (Confirmation of Order)(No. 2) Act, 1956",32,1956,https://www.oireachtas.ie/en/bills/bill/1956/32/
319,"Appropriation Act, 1956",31,1956,https://www.oireachtas.ie/en/bills/bill/1956/31/
320,"Civil Service Regulation Act, 1956",30,1956,https://www.oireachtas.ie/en/bills/bill/1956/30/
321,"Civil Service Commissioners Act, 1956",29,1956,https://www.oireachtas.ie/en/bills/bill/1956/29/
322,Coast Protection Bill 1956,28,1956,https://www.oireachtas.ie/en/bills/bill/1956/28/
323,Landlord and Tenant (Reversionary Leases) Bill 1956,27,1956,https://www.oireachtas.ie/en/bills/bill/1956/27/
324,Offices (Conditions of Employment) Bill 1956,26,1956,https://www.oireachtas.ie/en/bills/bill/1956/26/
325,"Flour and Wheatenmeal Act, 1956",25,1956,https://www.oireachtas.ie/en/bills/bill/1956/25/
326,"Pigs and Bacon (Amendment) Act, 1956",24,1956,https://www.oireachtas.ie/en/bills/bill/1956/24/
327,"Milk and Dairies (Amendment) Act, 1956",23,1956,https://www.oireachtas.ie/en/bills/bill/1956/23/
328,"Animal Remedies Act, 1956",22,1956,https://www.oireachtas.ie/en/bills/bill/1956/22/
329,"Sea Fisheries (Amendment) Act, 1956",21,1956,https://www.oireachtas.ie/en/bills/bill/1956/21/
330,"Pensions (Increase) Act, 1956",20,1956,https://www.oireachtas.ie/en/bills/bill/1956/20/
331,"Superannuation Act, 1956",19,1956,https://www.oireachtas.ie/en/bills/bill/1956/19/
332,"Local Loans Fund (Amendment) Act, 1956",18,1956,https://www.oireachtas.ie/en/bills/bill/1956/18/
333,"Telephone Capital Act, 1956",17,1956,https://www.oireachtas.ie/en/bills/bill/1956/17/
334,"Housing (Amendment) Act, 1956",16,1956,https://www.oireachtas.ie/en/bills/bill/1956/16/
335,"Restrictive Trade Practices (Confirmation of Orders)(No. 3) Act, 1956",15,1956,https://www.oireachtas.ie/en/bills/bill/1956/15/
336,"Social Welfare (Amendment) Act, 1956",14,1956,https://www.oireachtas.ie/en/bills/bill/1956/14/
337,"Finance Act, 1956",13,1956,https://www.oireachtas.ie/en/bills/bill/1956/13/
338,"Fisheries (Statute Law Revision) Act, 1956",12,1956,https://www.oireachtas.ie/en/bills/bill/1956/12/
339,"Local Government (Temporary Reduction of Valuation) Act, 1956",11,1956,https://www.oireachtas.ie/en/bills/bill/1956/11/
340,"Oil Pollution of the Sea Act, 1956",10,1956,https://www.oireachtas.ie/en/bills/bill/1956/10/
341,"Imposition of Duties (Confirmation of Orders) Act, 1956",/9,/195,https://www.oireachtas.ie/en/bills/bill/1956/9/
342,"Prisoners of War and Enemy Aliens Act, 1956",/8,/195,https://www.oireachtas.ie/en/bills/bill/1956/8/
343,"Central Fund Act, 1956",/7,/195,https://www.oireachtas.ie/en/bills/bill/1956/7/
344,"Rates on Agricultural Land (Relief) Act, 1956",/6,/195,https://www.oireachtas.ie/en/bills/bill/1956/6/
345,"Dairy Produce (Price Stabilisation)(Amendment) Act, 1956",/5,/195,https://www.oireachtas.ie/en/bills/bill/1956/5/
346,"Supplies and Services (Temporary Provisions) Act, 1946 (Continuance) Act, 1956",/4,/195,https://www.oireachtas.ie/en/bills/bill/1956/4/
347,"Prisons Act, 1956",/3,/195,https://www.oireachtas.ie/en/bills/bill/1956/3/
348,"Wireless Telegraphy Act, 1956",/2,/195,https://www.oireachtas.ie/en/bills/bill/1956/2/
349,"Ministers and Secretaries (Amendment) Act, 1956",/1,/195,https://www.oireachtas.ie/en/bills/bill/1956/1/
350,"Seeds and Fertilisers Supply Act, 1956",35,1955,https://www.oireachtas.ie/en/bills/bill/1955/35/
351,"Customs Act, 1956",34,1955,https://www.oireachtas.ie/en/bills/bill/1955/34/
352,"Finance (Profits of Certain Mines)(Temporary Relief from Taxation) Act, 1956",33,1955,https://www.oireachtas.ie/en/bills/bill/1955/33/
353,"Road Transport Act, 1956",32,1955,https://www.oireachtas.ie/en/bills/bill/1955/32/
354,"Tea (Importation and Distribution) Act, 1956",31,1955,https://www.oireachtas.ie/en/bills/bill/1955/31/
355,"Restrictive Trade Practices (Confirmation of Order)(No. 2) Act, 1956",30,1955,https://www.oireachtas.ie/en/bills/bill/1955/30/
356,"Agricultural Produce (Cereals)(Amendment) Act, 1956",28,1955,https://www.oireachtas.ie/en/bills/bill/1955/28/
357,"Irish Nationality and Citizenship Act, 1956",22,1955,https://www.oireachtas.ie/en/bills/bill/1955/22/
358,"Opticians Act, 1956",21,1955,https://www.oireachtas.ie/en/bills/bill/1955/21/
359,"Control of Exports (Temporary Provisions) Act, 1956",20,1955,https://www.oireachtas.ie/en/bills/bill/1955/20/
360,"Restrictive Trade Practices (Confirmation of Order Act, 1956",18,1955,https://www.oireachtas.ie/en/bills/bill/1955/18/
361,"Forestry Act, 1956",15,1955,https://www.oireachtas.ie/en/bills/bill/1955/15/
362,"Local Government (Superannuation) Act, 1956",10,1955,https://www.oireachtas.ie/en/bills/bill/1955/10/
363,"Gaming and Lotteries Act, 1956",/6,/195,https://www.oireachtas.ie/en/bills/bill/1955/6/
364,"Fatal Injuries Act, 1956",19,1954,https://www.oireachtas.ie/en/bills/bill/1954/19/
365,Law Reform (Personal Injuries) Act  1958,43,1957,https://www.oireachtas.ie/en/bills/bill/1957/43/
366,"Fisheries (Amendment) Act, 1958",42,1957,https://www.oireachtas.ie/en/bills/bill/1957/42/
367,"Tea (Purchase and Importation) Act, 1958",41,1957,https://www.oireachtas.ie/en/bills/bill/1957/41/
368,"Trustee (Authorised Investments) Act, 1958",40,1957,https://www.oireachtas.ie/en/bills/bill/1957/40/
369,"Rent Restrictions (Continuance and Amendment) Act, 1957",39,1957,https://www.oireachtas.ie/en/bills/bill/1957/39/
370,"Local Loans Funds (Amendment) Act, 1957",38,1957,https://www.oireachtas.ie/en/bills/bill/1957/38/
371,"Gas Regulation Act, 1957",37,1957,https://www.oireachtas.ie/en/bills/bill/1957/37/
372,"Agriculture (An Foras Talúntais) Act, 1958",36,1957,https://www.oireachtas.ie/en/bills/bill/1957/36/
373,"Children (Amendment) Act, 1957",35,1957,https://www.oireachtas.ie/en/bills/bill/1957/35/
374,"Appropriation Act, 1957",34,1957,https://www.oireachtas.ie/en/bills/bill/1957/34/
375,"Trustee Savings Bank Bill, 1957",33,1957,https://www.oireachtas.ie/en/bills/bill/1957/33/
376,"Gaeltacht Industries Act, 1957",32,1957,https://www.oireachtas.ie/en/bills/bill/1957/32/
377,"Scholarship Exchange (Ireland and the United States of America) Act, 1957",31,1957,https://www.oireachtas.ie/en/bills/bill/1957/31/
378,"Social Welfare (Miscellaneous Provisions) Act, 1957",30,1957,https://www.oireachtas.ie/en/bills/bill/1957/30/
379,Prices Act  1958,29,1957,https://www.oireachtas.ie/en/bills/bill/1957/29/
380,"Undeveloped Areas (Amendment) Act, 1957",28,1957,https://www.oireachtas.ie/en/bills/bill/1957/28/
381,"Tourist Traffic Act, 1957",27,1957,https://www.oireachtas.ie/en/bills/bill/1957/27/
382,"Hire Purchase (Amendment) Act, 1960",26,1957,https://www.oireachtas.ie/en/bills/bill/1957/26/
383,"Electricity (Supply) (Amendment) Act, 1958",25,1957,https://www.oireachtas.ie/en/bills/bill/1957/25/
384,"Industrial Development (Encouragement of External Investment) Bill, 1957 (changed from) Control of Manufacturers Act, 1958",24,1957,https://www.oireachtas.ie/en/bills/bill/1957/24/
385,"Destructive Insects and Pests (Consolidation) Act, 1958",23,1957,https://www.oireachtas.ie/en/bills/bill/1957/23/
386,"Charities Act, 1961",22,1957,https://www.oireachtas.ie/en/bills/bill/1957/22/
387,"Administration of Estates Act, 1959",21,1957,https://www.oireachtas.ie/en/bills/bill/1957/21/
388,"Connaught Rangers (Pensions) Act, 1957",20,1957,https://www.oireachtas.ie/en/bills/bill/1957/20/
389,"Army Pensions Act, 1957",19,1957,https://www.oireachtas.ie/en/bills/bill/1957/19/
390,"Industrial and Commercial Property (Protection) (Amendment) Act, 1957",18,1957,https://www.oireachtas.ie/en/bills/bill/1957/18/
391,"Bretton Woods Agreements Act, 1957",17,1957,https://www.oireachtas.ie/en/bills/bill/1957/17/
392,"Diseases of Animals(Bovine Tuberculosis) Act, 1957",16,1957,https://www.oireachtas.ie/en/bills/bill/1957/16/
393,"Finance Act, 1957",15,1957,https://www.oireachtas.ie/en/bills/bill/1957/15/
394,"Small Dwellings Acquisition Act, 1957",14,1957,https://www.oireachtas.ie/en/bills/bill/1957/14/
395,"Social Welfare (Children's Allowances) Act, 1957",13,1957,https://www.oireachtas.ie/en/bills/bill/1957/13/
396,"Social Welfare Act, 1957",12,1957,https://www.oireachtas.ie/en/bills/bill/1957/12/
397,"Health and Mental Treatment Act, 1957",11,1957,https://www.oireachtas.ie/en/bills/bill/1957/11/
398,"Defence Forces (Pensions)(Amendment) Act, 1957",10,1957,https://www.oireachtas.ie/en/bills/bill/1957/10/
399,"Greyhound Industry Act, 1958",/9,/195,https://www.oireachtas.ie/en/bills/bill/1957/9/
400,"Landlord and Tenant (Reversionary leases) Act, 1958",/8,/195,https://www.oireachtas.ie/en/bills/bill/1957/8/
401,"Office Premises Act, 1958",/7,/195,https://www.oireachtas.ie/en/bills/bill/1957/7/
402,"Imposition of Duties Act, 1957",/6,/195,https://www.oireachtas.ie/en/bills/bill/1957/6/
403,"Turf Development Act, 1957",/5,/195,https://www.oireachtas.ie/en/bills/bill/1957/5/
404,"Central Fund Act, 1957",/4,/195,https://www.oireachtas.ie/en/bills/bill/1957/4/
405,"Imposition of Duties (Confirmation of Orders) Act, 1957",/3,/195,https://www.oireachtas.ie/en/bills/bill/1957/3/
406,"Supplies and Sevices (Tempory Provisions) Act, 1946 (Continuance) Act, 1957",/2,/195,https://www.oireachtas.ie/en/bills/bill/1957/2/
407,Local Government Provisional Order Confirmation Act  1957 [Private],P1,1957,https://www.oireachtas.ie/en/bills/bill/1957/P1/
408,Fisheries (Consolidation) Bill 1957,/1,/195,https://www.oireachtas.ie/en/bills/bill/1957/1/
409,"Married Women's Status Act, 1957",35,1956,https://www.oireachtas.ie/en/bills/bill/1956/35/
410,"Voluntary Health Insurance Act, 1957",34,1956,https://www.oireachtas.ie/en/bills/bill/1956/34/
411,"Statute of Limitations Act, 1957",39,1954,https://www.oireachtas.ie/en/bills/bill/1954/39/
412,"Civil Service Regulation (Amendment) Act, 1958",32,1958,https://www.oireachtas.ie/en/bills/bill/1958/32/
413,"Referendum (Amendment) Act, 1959",31,1958,https://www.oireachtas.ie/en/bills/bill/1958/31/
414,"Industrial Relations (Amendment) Bill, 1958",30,1958,https://www.oireachtas.ie/en/bills/bill/1958/30/
415,"Fisheries (Consolidation) Act, 1959",29,1958,https://www.oireachtas.ie/en/bills/bill/1958/29/
416,"Rent Restrictions (Continuance and Amendment) Act, 1958",28,1958,https://www.oireachtas.ie/en/bills/bill/1958/28/
417,"Health and Mental Treatment (Amendment) Act, 1958",27,1958,https://www.oireachtas.ie/en/bills/bill/1958/27/
418,"Social Welfare (Amendment) Act, 1958",26,1958,https://www.oireachtas.ie/en/bills/bill/1958/26/
419,"Third Amendment of the Constitution Bill, 1958",25,1958,https://www.oireachtas.ie/en/bills/bill/1958/25/
420,"Exchange Control (Continuance) Act, 1958",24,1958,https://www.oireachtas.ie/en/bills/bill/1958/24/
421,"Control of Exports (Temporary Provisions) Act, 1956 (Continuance) Act, 1958",23,1958,https://www.oireachtas.ie/en/bills/bill/1958/23/
422,"Restrictive Trade Practices (Confirmation of Orders) Act, 1958",22,1958,https://www.oireachtas.ie/en/bills/bill/1958/22/
423,"Finance (Miscellaneous Provisions) Act, 1958",21,1958,https://www.oireachtas.ie/en/bills/bill/1958/21/
424,"Customs-Free Airport (Amendment) Act, 1958",20,1958,https://www.oireachtas.ie/en/bills/bill/1958/20/
425,"Appropriation Act, 1958",19,1958,https://www.oireachtas.ie/en/bills/bill/1958/19/
426,"Apprenticeship Act, 1959",18,1958,https://www.oireachtas.ie/en/bills/bill/1958/18/
427,"Industrial and Commercial Property (Protection)(Amendment) Act, 1958",17,1958,https://www.oireachtas.ie/en/bills/bill/1958/17/
428,"Solicitors (Amendment) Bill, 1958",16,1958,https://www.oireachtas.ie/en/bills/bill/1958/16/
429,"Agricultural Produce (Cereals)(Amendment) Act, 1958",15,1958,https://www.oireachtas.ie/en/bills/bill/1958/15/
430,"International Finance Corporation Act, 1958",14,1958,https://www.oireachtas.ie/en/bills/bill/1958/14/
431,"Housing (Amendment) Act, 1958",13,1958,https://www.oireachtas.ie/en/bills/bill/1958/13/
432,"Great Northern Railway Act, 1958",12,1958,https://www.oireachtas.ie/en/bills/bill/1958/12/
433,"Savings Banks Act, 1958",11,1958,https://www.oireachtas.ie/en/bills/bill/1958/11/
434,"Garda Síochána Act, 1958",10,1958,https://www.oireachtas.ie/en/bills/bill/1958/10/
435,"Finance Act, 1958",/9,/195,https://www.oireachtas.ie/en/bills/bill/1958/9/
436,"Turf Development Act, 1958",/8,/195,https://www.oireachtas.ie/en/bills/bill/1958/8/
437,"Transport Act, 1958",/7,/195,https://www.oireachtas.ie/en/bills/bill/1958/7/
438,"Central Fund Act, 1958",/6,/195,https://www.oireachtas.ie/en/bills/bill/1958/6/
